,Name,Image_Title,Ingredients
887,Chicken Enchilada Casserole,img01999.jpg,"1 cup sliced yellow onion2 cups shredded rotisserie chicken2 cups red enchilada sauce; divided1 cup black beans; drained and rinsed1 cup pinto beans; drained and rinsed¼ cup freshly chopped cilantro¼ tsp salt⅛ tsp freshly ground pepper2 avocados, pitted, peeled and sliced6-8 corn tortillas2 cups shredded sharp cheddar cheese½ cup sliced black olivessour cream (optional)diced tomatoes (optional)"
888,Bayou Crostini,img10383.jpg,"1 whole grain baguette2 tablespoons olive oil3/4 pound Brie cheese24 oysters - shucked, rinsed and drained1/4 cup butter, meltedsalt and pepper to tastesalt and pepper to taste1 red bell pepper, cut into thin strips"
889,Queso Blanco Dip or White Mexican Cheese Dip,img26684.jpg,"1 poblano pepper1 1/4 to 1 1/2 lb. Monterrey Jack cheese block, cut into cubes4 oz. can green chilies, undrained1/2 large white onion, or small white onion, gratedSmall bunch of cilantro (about 3 Tbsp worth), chopped1 tsp ground cumin1 tsp garlic powderSalt to tasteCorn tortilla chips"
890,How to Roast a Chicken,img20438.jpg,"1 (3 1/2- to 5-pound) roasting chicken, preferably natural or organic1 teaspoon kosher salt2 rosemary sprigs3 garlic cloves, unpeeled1/2 teaspoon black pepper1 tablespoon olive oil"
891,Lime-Colada Pops,img15104.jpg,1 1/2 cups strained fresh lime juice1/2 cup sugar1/2 cup well-stirred cream of coconut
892,Fresh Peach Salsa,img22722.jpg,"6 large fresh peaches - peeled, pitted and chopped2/3 cup orange marmalade1/4 cup sliced green onions3 tablespoons cider vinegar1 ounce crystallized ginger2 teaspoons white sugar"
893,Cinnamon Sugar Biscotti,img04533.jpg,"2 cups all-purpose flour1 1/2 teaspoons ground cinnamon1 teaspoon baking powder1/4 teaspoon salt2/3 cup white sugar6 tablespoons butter1 egg1 egg yolk1 teaspoon vanilla extract1 egg, beaten3 tablespoons white sugar1 teaspoon ground cinnamon"
894,Shrimp Enchiladas,img25584.jpg,"1½ tablespoons olive oil1 red bell pepper, diced½ sweet onion, dicedkernels from 1 ear of corn1 jalapeno, seeded and minced1 clove garlic, minced1 pound medium shrimp, peeled and deveined1 (1.25-ounce) package medium taco seasoning mix1 (4-ounce) can chopped green chilies½ cup sour cream1 (8-ounce) package Colby Jack cheese12 corn tortillas2 (10-ounce) cans red enchilada sauce1 cup shredded Monterey Jack cheeseCilantro for garnish"
895,Rice Noodles with Tofu and Bok Choy,img13224.jpg,"1 (6-ounce) package rice noodles1/4 cup low-sodium soy sauce2 tablespoons rice vinegar1 teaspoon sugar1 teaspoon dark sesame oil1/2 teaspoon crushed red pepperCooking spray2 cups (1/4-inch) red bell pepper strips5 cups sliced bok choy1/2 pound firm water-packed tofu, drained and cut into 1/2-inch cubes3 garlic cloves, minced1/2 cup thinly sliced green onions3 tablespoons chopped fresh cilantro"
896,Triple Layer Chocolate Chip-Fudge Brownie-Peanut Butter Blondie Bars,img06260.jpg,"1/2 cup butter, softened3/4 cup brown sugar, loosely packed1 egg1 teaspoon vanilla extract1 1/3 cups all-purpose flour1 teaspoon baking soda1/4 teaspoon salt1/2 tablespoon dark cocoa powder (optional)3/4 cup chocolate chips1/2 cup butter, at room temperature1 1/2 cups sugar2 eggs2 teaspoons vanilla extract1 1/4 cups all purpose flour1/4 teaspoon salt3 tablespoons cocoa powder2/3 cups chocolate chips (optional)1/2 cup of butter, melted1/3 cup peanut butter, melted (I used crunchy, hence the nuts in the pictures)1 1/3 cups of  brown sugar1 egg2 teaspoons of vanilla1/2 teaspoon baking powder1/4 teaspoon of baking soda1 1/2 cups of all-purpose flour1/2 cup peanut butter morsels"
897,Cranberry-Almond Coleslaw,img01160.jpg,"1/4 cup apple cider vinegar2 tablespoons Dijon mustard2 tablespoons honey3/4 teaspoon salt1/4 teaspoon freshly ground pepper1/4 cup canola oil2 (10-oz.) packages shredded coleslaw mix1 cup chopped, smoked almonds3/4 cup sweetened dried cranberries4 green onions, sliced2 celery ribs, sliced"
898,Italian Garden Pizza,img01241.jpg,"1 (4.9 ounce) package Hungry Jack® Sour Cream & Chives Potatoes1 thin & crispy prepared pizza crust5 tablespoons Crisco® Light Tasting Olive Oil, divided1 (.5 ounce) package pesto sauce mix2 ounces pepperoni slices, if desired2 cups shredded mozzarella cheese, divided1/2 cup chopped green peppers1/2 cup sliced green onions3 Roma tomatoes, sliced"
899,Italian Meatloaf,img17910.jpg,"1.5 – 2 Lbs Hamburger or Meatloaf Mixture (I used 1lb of ground chuck and 1lb meatloaf mixture (Veal/Pork/Beef)1 Clove Garlic, minced1 Shallot, minced3 Slices of Loaf Bread1/4 Cup Milk1/2 Cup Ricotta Cheese (Make your own! It’s easy. Click HERE)1/4 Cup Basil Leaves, chopped1/4 Cup Flat Leaf Parsley, chopped1/4 Cup Parmesan/Romano Cheese (any blend of Italian cheese will work well)1/2 Teaspoon Salt1/2 Fresh Ground Pepper1 Egg4 Cups of Basic Tomato Sauce (Click HERE for a recipe)"
900,Mango Chutney,img07576.jpg,"Raw Mangoes (Kairee): 2 kg/4.40 lbsGranulated White Sugar: 6 cups/1,206 gm/3 lbsSalt: 1 tbsp.Red Chili Powder: 1 tsp.Red Chili Flakes: 1 1/2 tsp.Garam Masala Powder: 1 tsp.Turmeric Powder: 1/2 tsp.Garlic Powder: 1/4 tsp.Ginger Powder: 1 tsp.Green Cardamom Powder: 1/2 tsp.Cumin Seeds: 1 tsp. (Roasted)Carom Seeds:1/2 tsp.Nigella Seeds: 1 tspWhite Vinegar: 1/4 cupWater: For boilingAlmonds: 1/2 cup (blanched)Sultanas: 1/2 cup"
901,Nashville-Style Hot Catfish,img18448.jpg,1/2 cup buttermilk1 (5-oz.) bottle habanero hot sauce3 pounds small catfish fillets2 cups all-purpose flour2 teaspoons salt3/4 teaspoon pepper3/4 teaspoon onion powderVegetable oil
902,Warm Spinach Salad with Red Onions and Nectarines,img14630.jpg,"1/4 cup sliced almonds10 ounce baby spinach2 nectarines, halved, pitted, each cut into 8 wedges3 tablespoons cider vinegar1/2 teaspoon sugarSalt and pepperSalt and pepper1/4 cup olive oil2 medium red onions, peeled and thinly sliced6 ounces goat cheese, crumbled1/2 cup diced smoked ham, optional"
903,Chocolate Raspberry Icebox Cake,img02676.jpg,1/3 cup chilled heavy cream1/2 teaspoon sugar1/8 teaspoon vanilla5 chocolate wafers such as Nabisco Famous1/3 cup fresh raspberriesgrated bittersweet chocolate (not unsweetened)
904,"Pork Loin with Apple, Pear, and Onion",img05004.jpg,"2 teaspoons dried rosemary1 teaspoon dried thyme1 teaspoon dried marjoram3/4 teaspoon salt1/4 teaspoon freshly ground black pepper1 (12-ounce) bottle hard apple cider (such as Woodpecker or Woodchuck)1 (3-pound) boneless pork loin, trimmed2 large tart cooking apples (such as Granny Smith, McIntosh, or Baldwin), cut into chunks2 medium Bosc pears, each cut into 8 wedges1 medium red onion, cut into 8 wedges3 tablespoons brown sugar2 tablespoons all-purpose flour1/3 cup pure maple syrupRosemary sprigs (optional)"
905,Picante Three-Melon Salad,img23429.jpg,"3 cups red cubed seeded watermelon3 cups yellow cubed seeded watermelon3 cups cubed honeydew melon1/2 cup chopped white onion2 tablespoons chopped fresh cilantro2 1/2 teaspoons finely chopped seeded serrano chile (about 1)1 teaspoon grated lime rind3 tablespoons fresh lime juice1/2 teaspoon salt1/4 teaspoon chili powder1/8 to 1/4 teaspoon minced chipotle chile, canned in adobo sauce"
906,Cheddar-and-Tomato-Stuffed French Toast,img10795.jpg,"4 1 1/2-inch slices challah or white bread2 tablespoons grainy mustard4 ounces thinly sliced Cheddar2 plum tomatoes, sliced4 large eggs1 cup whole milk1/2 teaspoon salt1/8 teaspoon pepper2 tablespoons unsalted butter"
907,Fish Shack Sandwiches,img20607.jpg,"3 tablespoons Dijon mustard2 tablespoons light mayonnaise1 tablespoon chopped fresh dillVegetable oil1 1/2 pounds skinless haddock (about 3/4-inch thick), cut into 4 (6-inch) fillets1 teaspoon kosher salt1/2 teaspoon pepper2 tablespoons olive oil4 (2-ounce) Kaiser rolls, warmed1 cup shredded romaine lettuce"
908,Baked Louisiana Dirty Rice and Beans,img20451.jpg,"1 tablespoon olive oil1 cup finely chopped green bell pepper3/4 cup finely chopped red onion1/2 cup finely chopped celery1/2 pound skinless, boneless chicken thighs, cut into 1/2-inch cubes1 cup uncooked long-grain brown rice2 1/2 cups fat-free, less-sodium chicken broth1/2 cup thinly sliced green onions2 teaspoons minced fresh thyme1 teaspoon salt1/2 teaspoon freshly ground black pepper1/8 to 1/4 teaspoon ground red pepper2 garlic cloves, minced1 (15-ounce) can red kidney beans, rinsed and drained"
909,Wild Rice Stuffing,img22125.jpg,"2 (14.5 ounce) cans chicken broth1 1/2 cups water2/3 cup uncooked wild rice1/2 teaspoon salt1/2 teaspoon dried thyme4 medium carrots, sliced2 celery ribs, chopped1 medium onion, chopped2 tablespoons vegetable oil1/2 pound fresh mushrooms, sliced1 1/2 cups uncooked long grain rice1/4 cup minced fresh parsley"
910,Thai Beef Salad,img02867.jpg,1 lb/450 grams grilled top sirloin or trimmed rib eye steakA tiny bit of cooking oil1 cup spinach leaves1/2 cup fresh mint leaves1/2 cup fresh cilantro2 thinly sliced shallots6-8 cherry tomatoes cut in halves1/4 cup lime juice or 5 tablespoons lime juice1/4 cup or 5 tablespoons fish sauceSugar to taste1- 2 red birds eye chilies finely chopped (depending on how hot you like it)
911,"Fresh Pappardelle with Sausage, Fennel and Ricotta",img06724.jpg,"4 1/4 cups (17 oz./530 g) sifted all-purpose flour14 egg yolks2 whole eggsRice flour for dusting6 Tbs. olive oil1 lb. (500 g) bulk Italian fennel sausage or fresh sausages,casings removed1 fennel bulb, cored and julienned1/2 cup (4 fl. oz./125 ml) dry white wine1/4 cup (1 1/2 oz./45 g) diced shallots1/4 cup (1 1/2 oz./45 g) chopped garlic2 tsp. fresh thyme (optional)1 cup (8 fl. oz./250 ml) chicken broth4 Tbs. (1/2 stick) (2 oz./60 g) unsalted butter1 cup (8 oz./250 g) fresh ricotta, preferably Bellwether Farms1/4 cup (1/3 oz./10 g) chopped fresh flat-leaf parsley1/4 cup (1 oz./30 g) grated Parmesan cheese"
912,Mexican Quinoa Salad,img04919.jpg,"1 cup quinoa2 cups water1 cup vacuum-packed whole kernel corn with red and green peppers, drained1/2 cup diced tomatoes1/2 cup chopped red onion1/2 cup coarsely chopped fresh cilantro2 tablespoons lime juice1 tablespoon ground cumin4 cups spring mix baby salad greens"
913,Rotes Thai - Curry mit Rind und Thai - Auberginen,img08686.jpg,"Öl, zum Braten4 EL Currypaste, rot, oder weniger750 g Rindfleisch, z.B. Rumpsteak750 ml Kokosmilch6 Kaffir-Limettenblätter100 g Aubergine(n) (Maküa Püang), Thai-Erbsenauberginen4 Aubergine(n) (Maküa Po), golfballgroß, grün oder grünweiß2 EL Fischsauce2 EL Limettensaft1 EL Zucker, braun6 Stück Chilischote(n), rot, fingerlang2 Handvoll Thaibasilikum (Bai Horapa)"
914,Thai Chicken with Basil,img10977.jpg,"1 1/3 pounds boneless, skinless chicken breasts (about 4), cut into 1-by-2-inch pieces2 tablespoons Asian fish sauce (nam pla or nuoc mam); see Note1 1/2 tablespoons soy sauce1 tablespoon water1 1/2 teaspoons sugar2 tablespoons cooking oil1 large onion, cut into thin slices3 fresh red chiles, seeds and ribs removed, cut into thin slices, or 1/4 teaspoon dried red-pepper flakes3 fresh red chiles, seeds and ribs removed, cut into thin slices, or 1/4 teaspoon dried red-pepper flakes3 cloves garlic, minced1 1/2 cups lightly packed basil leaves"
915,Tuscan Bread and Tomato Salad (Panzanella),img17534.jpg,"7 tablespoons extra-virgin olive oil2 tablespoons butter2 cloves garlic, peeled and coarsely chopped1 12-inch length of baguette2 tablespoons balsamic vinegar2 teaspoons kosher or sea salt1/4 teaspoon coarsely ground black pepper8 very ripe assorted tomatoes (3 lb.), large ones chopped1/2 cup basil leaves, torn into pieces or cut into ribbons"
916,Burgers and Fries,img19702.jpg,"4 medium sweet potatoes (about 1 1/2 lb.), peeled, cut lengthwise into 1/2-inch-wide wedges1/4 cup canola oil1 tablespoon packed light brown sugar1/2 teaspoon ground cumin1/8 teaspoon cayenne pepperSalt and pepperSalt and pepper1/2 cup canned black beans (rinse and drain before measuring)1 pound lean ground sirloin1/2 teaspoon salt1/4 teaspoon pepper4 romaine lettuce leaves4 slices tomato4 English muffins, halved horizontally"
917,Stir-Fried Bean Sprouts and Chinese Chives,img21742.jpg,"1 tablespoon fish sauce, preferably Red Boat brand*2 teaspoons soy sauce1/2 teaspoon sugar1 teaspoon Shaoxing cooking wine2 tablespoons vegetable oil1 rounded tbsp. minced garlic6 cups bean sprouts, rinsed and dried5 ounces Chinese chives, ends trimmed, cut into 2-in. lengths, or green onions, dark green part only (cut lengthwise in half first)5 ounces Chinese chives, ends trimmed, cut into 2-in. lengths, or green onions, dark green part only (cut lengthwise in half first)Salt and pepperSalt and pepper"
918,Date-Nut Pudding Cake with Vanilla Sauce,img14186.jpg,"1 cup all-purpose flour3/4 cup granulated sugar2 teaspoons baking powder1/8 teaspoon salt1/2 cup fat-free milk2 tablespoons bourbon2 tablespoons vegetable oil1 teaspoon vanilla extract3/4 cup chopped pitted dates3 tablespoons coarsely chopped walnuts, toastedCooking spray2/3 cup packed brown sugar1 1/4 cups boiling waterVanilla Sauce"
919,Parmesan Risotto with Roasted Shrimp,img04897.jpg,"1 pound large shrimp1 tablespoon olive oil1/2 teaspoon paprikaSalt and freshly ground black pepperSalt and freshly ground black pepper8 cups chicken broth2 tablespoons unsalted butter1 small white onion, diced4 cloves garlic, minced2 cups arborio rice1/2 cup white wine1 1/2 cups grated Parmesan cheese1 cup finely chopped Italian parsley, divided"
920,Spaghetti with Zucchini and White Beans,img19589.jpg,"6 ounces uncooked spaghettiOlive oilflavored cooking spray3 cups (1/4-inch) diced zucchini (2 medium)1/3 cup water1 tablespoon tomato paste (such as Amore)1/4 teaspoon kosher salt1/8 teaspoon coarsely ground black pepper1 (15.8-ounce) can Great Northern beans, rinsed and drained1 (14.5-ounce) can diced tomatoes with basil, garlic, and oregano, undrained1/2 cup (2 ounces) crumbled feta cheese"
921,Ancho Chile-Beef Fajitas with Mango,img19947.jpg,"1 teaspoon fresh lime juice3/4 teaspoon ground ancho chile powder1/2 teaspoon Worcestershire sauce1/4 teaspoon ground cumin1 (8-ounce) beef tenderloin, trimmed and cut into 1/4-inch-thick strips1 teaspoon olive oil1/2 cup thinly sliced sweet onion1/2 cup thinly sliced red bell pepper1/2 cup thinly sliced green bell pepper1/2 cup thinly sliced mango1 plum tomato, coarsely chopped2 teaspoons low-sodium soy sauce1 tablespoon chopped fresh cilantro4 (6-inch) fat-free flour tortillas2 tablespoons prepared salsa2 tablespoons reduced-fat sour cream"
922,Strawberry-Spinach Salad,img21652.jpg,"1/4 red onion, thinly sliced2 (6-oz.) bags baby spinach1 (16-oz.) container strawberries, quartered1 (4-oz.) package crumbled blue cheese1/2 cup sliced toasted almondsBottled red wine vinaigretteSalt and freshly ground pepper to tasteSalt and freshly ground pepper to taste"
923,Grilled Italian Panini with Hormel Pepperoni,img25974.jpg,"2 slices of Italian bread1½ tablespoons of Italian dressing (this is a guesstimate, as you are just brushing it on)3 slices provolone cheese3 slices of ham6 slices of salami15 slices of Hormel Pepperoni4 slices of tomato⅓ of a roasted red pepper. sliced into thin pieces2 tablespoons of pepperoncini (again, a guesstimate...just sprinkle on top as you like)olive oil for brushing bread"
924,Spicy Apricot Brisket,img20152.jpg,"1 (5 1/2-pound) beef brisket, trimmed2 teaspoons garlic salt1/4 teaspoon pepper2 (10-ounce) cans shredded sauerkraut, drained2 (10-ounce) jars apricot preserves2 (12-ounce) bottles chili sauce"
925,Best Vegetarian Enchiladas Ever!,img13340.jpg,"Olive oil for the pan1 cup finely chopped red onion1 tablespoon finely minced garlic1 large, finely chopped red bell pepper1 tablespoon finely chopped jalapeño pepper2 ears fresh white corn, cut off the cob1/3 cup dry vermouth2 cups loosely packed, fresh spinach leaves1 teaspoon ground cuminjuice of 1 lime2 tablespoons roughly chopped, fresh cilantroSalt and pepper to tasteSalt and pepper to taste3 cups enchilada sauce2 cups shredded Mexican cheese blend (Sharp Cheddar, Monterey Jack is great)8 small, corn or flour tortillasAvocado slices to garnishChili flakes if desired"
926,20 Minute Ground Beef Tacos With Hidden Vegetables,img23468.jpg,"2 tbsp olive oil1 lb ground beef3 tbsp homemade taco seasoning2 tsp salt1/2, 14.5oz can petite diced tomatoes, drained (with or without green chiles) – save the rest for queso!1/2 yellow onion1/2 zucchini, peeled1/2 red bell pepper1, 8oz can tomato sauceshredded cheddar cheeseromaine lettucediced tomatoestaco sauce – the boys like Ortegahot saucequeso frescocilantroguacamolepico de gallosalsasour creamYour choice of Taco Shells:crunchy corn taco shellsflour tortillascorn tortillaslettuce – if you can’t have corn or wheatlettuce – if you can’t have corn or wheat"
927,Linguine with Caper and Green Olive Sauce,img01776.jpg,"1 tablespoon olive oil2 cloves garlic, thinly sliced1/4 teaspoon crushed red pepper flakes1 26-ounce jar marinara sauce1 6.75-ounce jar Spanish olives, drained and roughly chopped1 3.5-ounce jar capers, drained and roughly chopped1/2 cup fresh flat-leaf parsley, coarsely chopped1/2 teaspoon lemon zest1 1-pound box linguine"
928,TURKEY ENCHILADAS SUIZAS,img17387.jpg,"1 20 ounce can whole tomatoes1 - 7 ounce can diced green chiles1 medium onion, quartered2 - 3 cloves garlic, peeled1 cup sour creamsalt and pepper to tastesalt and pepper to taste12 corn tortillas1/2 cup corn or canola oil2 pounds leftover turkey breast meat, cut in cubes4 cups Swiss, Chihuahua or Jack cheese, grated1 bunch green onions, chopped1 cup thin sour cream sauce (make with 1 cup half and half and 2 tbsp buttermilk)6 - 4 to 6 ounce slices of turkey breastsalt and pepper to tastesalt and pepper to taste1/2 cup flour1 1/2 tbsp coarsely ground black pepper6 tbsp butter or margarine1 1/2 cups chipotle salsa1 - 1 pound 12 ounce can Italian tomatoes in puree2 tomatoes8 sun dried tomatoes, boiled in 1/2 cup water until soft1 onion, quartered2 - 8 chipotle chiles2 cloves garlic, minced1 tsp oregano1 tsp cinnamon1 tbsp distilled vinegar2 pounds leftover white turkey meat1/2 cup salsa fresca2 cloves garlic, minced2 tsp ground cuminPico Pica sauce or any red pepper sauce to tastesalt and pepper to tastesalt and pepper to taste2 cups turkey filling12 corn tortillas1/2 cup corn or canola oil (optional - soft tacos aren't fried)2 cups Chihuahua or Jack cheese, grated1 tomato, diced1 bunch green onions, chopped1/2 head lettuce or cabbage, shredded1 cup each salsa fresca and salsa verde2 cups turkey filling8 large flour tortillas1 cup refried beans1 cup thick sour cream sauce (made with 1/2 pint heavy cream and 2 tbsp buttermilk)1 can sliced olives1 cup guacamole link to recipe2 cups Chihuahua or Jack cheese, grated1 bunch green onions, chopped1 bunch cilantro, stems removed and diced1 cup each salsa fresca and salsa verde1 - 12 ounce can enchilada sauce2 cups turkey filling12 corn tortillas1/2 cup corn or canola oil1 tomato, diced1 bunch green onions, chopped1/2 head lettuce, shredded2 cups guacamole link to recipe2 cups Chihuahua or Jack cheese, grated1 cup each salsa fresca and salsa verde"
929,Mixed Green Salad with Citrus Dressing,img06753.jpg,"2 tablespoons fresh orange juice1 tablespoon honey1 tablespoon minced shallot2 teaspoons white-wine vinegarCoarse salt and ground pepperCoarse salt and ground pepper2 tablespoons extra-virgin olive oil1 bunch (8 ounces) arugula, stemmed (7 to 8 cups)4 ounces frisee, torn in bite-sized pieces (4 cups)1 small head radicchio (4 ounces), torn in bite-size pieces (4 cups)"
930,Meatball Pizza,img24843.jpg,"1 large slice stale white bread, crust removed1/3 cup warm water4 ounces ground veal or beef, very cold3 ounces sweet or hot Italian sausage, very cold, casing removed1 small garlic clove, minced1 tablespoons minced fresh flat-leaf parsley1 large egg white, lightly beaten2 ounces Parmigiano-Reggiano, finely gratedSalt and freshly ground black pepperSalt and freshly ground black pepper1 tablespoon olive oil, plus more for shaping and brushing1 small yellow onion, dicedSalt1 ball Semolina Pizza Dough, at room temperature3/4 cup Simple Pizza Sauce4 ounces whole-milk, low-moisture mozzarella cheese, shredded"
931,Chard and Ricotta Torta,img13488.jpg,1 pound frozen bread dough thawed (see notes)3 pounds red or green chard (about 3 bunches)1 tablespoon olive oil1 tablespoon minced garlic2 large eggs3/4 cup part-skim ricotta cheese6 tablespoons whipping cream1/4 cup chopped pitted calamata olives2 teaspoons grated lemon peel1/4 teaspoon ground nutmeg1/4 teaspoon salt1/8 teaspoon pepper
932,Slow Cooker Posole with Pork and Chicken,img24581.jpg,"1 canned chipotle pepper in adobo sauce1 canned chipotle pepper in adobo sauce1/4 cup water1/2 pound boneless pork loin roast1/2 pound skinless, boneless chicken breast halves1 (15.5 ounce) can white hominy, drained1 (4 ounce) can chopped green chilies1 medium onion, chopped1 clove garlic, minced2 (14.5 ounce) cans chicken broth1 teaspoon dried oregano1 teaspoon ground cumin1/4 teaspoon ground black pepper to taste1 bay leaf"
933,Martha Stewart's Royal Icing,img04516.jpg,1 pound powdered sugar 5 Tablespoons meringue powder 1/2 cup water liquid or gel-paste food coloring (optional)1 pound powdered sugar 5 Tablespoons meringue powder 1/2 cup water liquid or gel-paste food coloring (optional)1 pound powdered sugar 5 Tablespoons meringue powder 1/2 cup water liquid or gel-paste food coloring (optional)1 pound powdered sugar5 Tablespoons meringue powder1/2 cup water
934,Butternut Squash and Kale Soup with Fresh Herbs and White Beans,img13822.jpg,"1 tablespoon olive oil1/2 medium onion, chopped3/4 cup peeled and chopped carrot (about 2 large)3/4 cup chopped celery (about 3 large)2 tablespoons chopped scallions1/4 to 1/2 teaspoon garlic salt6 cups 99% fat-free chicken or vegetable broth2 cups water3 to 4 cups 1-inch chopped butternut squash2 cups torn/chopped kale leaves2 to 3 sprigs fresh rosemary and thymeOne (15.5-ounce) can white beans, rinsed and drainedKosher salt and freshly ground black pepper, to tasteKosher salt and freshly ground black pepper, to tasteoptional: grated Parmesan cheese, for serving"
935,Eggplant Parmesan,img11095.jpg,"2 1/2 lb medium eggplants (about 3), cut crosswise into 1/3-inch-thick rounds3 1/4 teaspoons salt5 lb plum tomatoes1 1/2 cups plus 3 tablespoons olive oil2 large garlic cloves, finely chopped20 fresh basil leaves, torn in half3/4 teaspoon black pepper1/4 teaspoon dried hot red pepper flakes1 cup all-purpose flour5 large eggs3 1/2 cups panko * (Japanese bread crumbs)2 ozfinely grated Parmigiano-Reggiano (2/3 cup)1 lb chilled fresh mozzarella (not unsalted), thinly sliced"
936,"Italian Sausage, Spinach and Pasta Soup",img23121.jpg,"2 pounds hot or mild uncooked Italian Sausages3 large or 4 small Carrots, sliced1 large Onion, chopped4 Garlic Cloves, chopped3 boxes (32 ounces each) Chicken Broth1 Can (28 ounces) Whole Plum or Diced Tomatoes, with juice (crush whole tomatoes with your hands before adding)2 Cans (15 ounces each) White Beans (Cannellini, Great Northern or Navy), rinsed and drained (see comparison here)1 Tablespoon Dried Basil2 Cups dried shell-shaped Pasta (or other medium shaped pasta)12 ounces of Spinach Leaves (approx.)Salt and PepperSalt and PepperGrated Parmesan Cheese"
937,Dilled Green Beans,img15021.jpg,"2 pounds fresh green beans, trimmed5 tablespoons butter1 cup chopped onion1 garlic clove, chopped1 teaspoon salt1/4 teaspoon black pepper1 1/2 tablespoons chopped fresh dill2 hard-boiled eggs, chopped"
938,Panini,img15313.jpg,4 Eier (Größe M)400 g Salat-Mayonnaise250 g saure Sahne3-4 EL Weißwein-Essig1 Glas (50 g; Abtr.gew.: 30 g) Kapern nonpareilles1 Dose (185 g; Abr.gew: 135 g) Thunfisch naturellSalzweißer Pfeffereinige Blätter Pflücksalat1 Bund Rauke200 g Gorgonzola Käse8 Ciabattabrötchen (à 60 g )1 Glas (125 g) Basilikum-Pesto4 Scheiben (ca. 125 g) gekochter SchinkenBasilikum zum Garnieren
939,Grits-and-Greens Breakfast Bake,img24150.jpg,"1 teaspoon salt1 1/2 cups uncooked quick-cooking grits1 cup (4 oz.) shredded white Cheddar cheese3 tablespoons butter1/2 cup half-and-half1/4 teaspoon freshly ground black pepper1/4 teaspoon ground red pepper10 large eggs, divided (not separated)3 cups Simple Collard Greens, drainedHot sauce (optional)"
940,Quince Calvados Crêpe Souffles,img00249.jpg,"2/3 cup whole milk1/4 cup plus 1 tablespoon all-purpose flour1 large egg11/2 tablespoons unsalted butter, melted, plus additional for brushing skillet1 teaspoon sugar1/4 teaspoon salt3 cups water2/3 cup sugar4 (3-inch-long) strips of fresh lemon zest (1/2 inch wide)1 1/2 lb quince (2 medium), peeled and halved, then each half cut into 6 wedges and cored1/2 teaspoon vanilla2 tablespoons Calvados2 teaspoons fresh lemon juice2 large egg whites1 1/2 tablespoons granulated sugar1 1/2 tablespoons unsalted butter, meltedConfectioners sugar for dusting"
941,Mexican Black Bean Turkey Sausage Chili,img23575.jpg,"1½ tbsp [22 ml] Hungarian sweet paprika2 tbsp [30 ml] minced garlic3 tbsp [45 ml] dry red wine2 tbsp [30 ml] sherry vinegar2 tsp [10 ml] ancho chili powder1 tsp [5 ml] ground cumin½ tsp [2.5 ml] dried oregano½ tsp [2.5 ml] ground coriander½ tsp [2.5 ml] ground black pepperPinch kosher salt¾ lb [360 g] lean ground pork¾ lb [360 g] ground turkey breast2 tbsp [30 ml] olive oil2 cups [500 ml] diced onion (about 2 medium)1 tbsp [15 ml] ground cumin1 tbsp [15 ml] finely minced garlic2 tsp [10 ml] dried oregano3 canned chipotle chiles in adobo sauce, minced4 15-oz [440 ml] cans black beans, rinsed and drained, divided3 cups [750 ml] chicken broth, divided1 cup [250 ml] water1 28-oz [830 ml] diced tomatoes¼ cup [60 ml] freshly squeezed lime juice¼ cup [60 ml] finely chopped cilantro, stem and leavesLow-fat sour cream or greek yogurt, sliced green onions, fresh coriander leaves, tortilla chipsLow-fat sour cream or greek yogurt, sliced green onions, fresh coriander leaves, tortilla chipsLow-fat sour cream or greek yogurt, sliced green onions, fresh coriander leaves, tortilla chipsLow-fat sour cream or greek yogurt, sliced green onions, fresh coriander leaves, tortilla chips"
942,Sour Cream Mashed Potatoes,img21130.jpg,"4 pounds red potatoes (about 8), halvedkosher salt and black pepperkosher salt and black pepper2 cups sour cream1/2 cup milk4 tablespoons (1/2 stick) unsalted butter2 scallions, chopped"
943,Grilled Chicken Nachos (2 Ways),img18024.jpg,"24 ounce bag of tortilla chipssalt and pepper to tastesalt and pepper to tastesour cream for servingsalsa for servingguacamole for serving (see related recipe)for mexican style chicken nachos:1 cup cooked chicken, shredded (we used rotisserie chicken)1 cup mexican blend cheese1 can black beans, drained and rinsed½ cup plum or cherry tomatoes, diced½ onion, diced and carmelized1 tablespoon chicken taco seasoningfor bbq chicken nachos:1 cup cooked chicken, shredded1 cup shredded queso cheese½ cup bbq sauce (we used blues hog)2 tablespoons fresh cilantro, minced½ onion, diced and carmelized"
944,Creamy Polenta with Fennel and Italian Sausage Sauté,img09107.jpg,"1 tablespoon extra virgin olive oil1 lb bulk Italian sausage (use mild if you prefer less spicy)1 large red onion, thinly sliced1 large fennel bulb, cut in half lengthwise, cored, and thinly sliced4 garlic cloves2 tablespoons chopped fresh thyme leaves (or 1 tablespoon dried)saltfresh ground black pepper1 quart chicken broth1 cup milk¾ cup dry vermouth or dry white wine¼ cup chopped fresh flat-leaf parsley1 cup quick-cooking polenta2 tablespoons unsalted butter½ cup grated parmigiano-reggiano cheese"
945,Personal Chicken Pizzas,img20354.jpg,"4 (6- to 8-inch) pitas or Mediterranean-style flatbreads3/4 cup tomato sauce1 cup (4 ounces) shredded part-skim mozzarella cheese, divided1 cup shredded cooked chicken breast4 teaspoons grated fresh Parmesan cheeseAssorted vegetables for making faces (optional)"
